Jimenez,35706
Vanden Hurk,35604
Rleal,35765
Martinez,35744
Mujica,35749
Soria,35668
Cabrera,34939
Salas,35646
Corpas,35640
Castro,35620
Hansack,35702
Montero,35588
Ryu,35632
Zimmerman,35067
Johjima,35554
Iwamura,35602
Matsuzaka,35556
Moylan,35751
Saito,35593
Smith,35665
Igawa,35555
Kuwata,35636
Okajima,35612
